,Track,Distance,Condish,Par Time
24,rosehill-gardens,1300,heavy,78.84125
25,rosehill-gardens,2400,good,149.82999999999998
26,rosehill-gardens,2400,soft,151.42499999999998
27,rosehill-gardens,2400,heavy,154.54666666666665
28,rosehill-gardens,1900,good,116.16142857142859
29,rosehill-gardens,1900,soft,118.21333333333332
30,rosehill-gardens,1900,heavy,120.19333333333333
31,rosehill-gardens,3200,good,
32,rosehill-gardens,3200,soft,212.55
33,rosehill-gardens,3200,heavy,
,Track,Distance,Condish,Par Time
1,forbes,1600,good,96.41066666666667
2,forbes,1600,soft,98.565
3,forbes,1600,heavy,
4,forbes,1800,good,112.01
5,forbes,1800,soft,98.04
6,forbes,1800,heavy,
7,forbes,1100,good,64.53375
8,forbes,1100,soft,69.37692307692308
9,forbes,1100,heavy,
10,forbes,1400,good,83.9669230769231
11,forbes,1400,soft,84.03846153846153
12,forbes,1400,heavy,
13,forbes,1300,good,75.44833333333334
14,forbes,1300,soft,80.26142857142858
15,forbes,1300,heavy,
16,forbes,1200,good,71.54399999999998
17,forbes,1200,soft,72.24571428571429
18,forbes,1200,heavy,
,Track,Distance,Condish,Par Time
1,sunshine-coast-cushion-track,1000,good,
2,sunshine-coast-cushion-track,1000,soft,
3,sunshine-coast-cushion-track,1000,heavy,58.84
4,sunshine-coast-cushion-track,1100,good,
5,sunshine-coast-cushion-track,1100,soft,
6,sunshine-coast-cushion-track,1100,heavy,95.56
7,sunshine-coast-cushion-track,1400,good,
8,sunshine-coast-cushion-track,1400,soft,
9,sunshine-coast-cushion-track,1400,heavy,92.425
10,sunshine-coast-cushion-track,2150,good,
11,sunshine-coast-cushion-track,2150,soft,
12,sunshine-coast-cushion-track,2150,heavy,65.2
,Track,Distance,Condish,Par Time
1,strathalbyn,1200,good,74.30916666666668
2,strathalbyn,1200,soft,75.46900000000001
3,strathalbyn,1200,heavy,76.176
4,strathalbyn,1600,good,100.17216216216215
5,strathalbyn,1600,soft,101.66125000000001
6,strathalbyn,1600,heavy,102.44
7,strathalbyn,1100,good,67.9080487804878
8,strathalbyn,1100,soft,69.38826086956522
9,strathalbyn,1100,heavy,69.8575
10,strathalbyn,2050,good,131.78896551724142
11,strathalbyn,2050,soft,132.91636363636363
12,strathalbyn,2050,heavy,135.4466666666667
13,strathalbyn,1350,good,83.44576923076922
14,strathalbyn,1350,soft,85.14727272727272
15,strathalbyn,1350,heavy,84.995
16,strathalbyn,2055,good,
17,strathalbyn,2055,soft,133.39
18,strathalbyn,2055,heavy,
19,strathalbyn,2060,good,130.12
20,strathalbyn,2060,soft,
21,strathalbyn,2060,heavy,
22,strathalbyn,2065,good,132.95
23,strathalbyn,2065,soft,133.60666666666665
24,strathalbyn,2065,heavy,
25,strathalbyn,2053,good,
26,strathalbyn,2053,soft,134.28
27,strathalbyn,2053,heavy,
28,strathalbyn,2057,good,131.77
29,strathalbyn,2057,soft,
30,strathalbyn,2057,heavy,
31,strathalbyn,3000,good,
32,strathalbyn,3000,soft,208.27
33,strathalbyn,3000,heavy,
,Track,Distance,Condish,Par Time
1,ballina,1260,good,76.005625
2,ballina,1260,soft,78.97833333333334
3,ballina,1260,heavy,
4,ballina,1600,good,98.60285714285715
5,ballina,1600,soft,100.72857142857141
6,ballina,1600,heavy,
7,ballina,1010,good,58.21266666666667
8,ballina,1010,soft,60.620000000000005
9,ballina,1010,heavy,
10,ballina,1310,good,79.61333333333334
11,ballina,1310,soft,82.775
12,ballina,1310,heavy,
13,ballina,1410,good,86.16153846153844
14,ballina,1410,soft,89.07
15,ballina,1410,heavy,
16,ballina,1300,good,79.05857142857144
17,ballina,1300,soft,80.05076923076923
18,ballina,1300,heavy,81.245
19,ballina,1000,good,58.041428571428554
20,ballina,1000,soft,58.61533333333333
21,ballina,1000,heavy,61.05416666666667
22,ballina,1900,good,120.01333333333332
23,ballina,1900,soft,120.874
24,ballina,1900,heavy,124.64
25,ballina,1250,good,75.63499999999999
26,ballina,1250,soft,76.21799999999999
27,ballina,1250,heavy,79.05333333333334
28,ballina,1590,good,97.83599999999998
29,ballina,1590,soft,98.8375
30,ballina,1590,heavy,101.99000000000001
31,ballina,1400,good,85.27857142857142
32,ballina,1400,soft,86.64249999999998
33,ballina,1400,heavy,89.23
34,ballina,1910,good,120.72
35,ballina,1910,soft,127.16
36,ballina,1910,heavy,
37,ballina,1005,good,58.18
38,ballina,1005,soft,60.56400000000001
39,ballina,1005,heavy,
40,ballina,1605,good,99.51
41,ballina,1605,soft,103.4
42,ballina,1605,heavy,
43,ballina,1405,good,85.09
44,ballina,1405,soft,88.04666666666667
45,ballina,1405,heavy,
46,ballina,1255,good,76.95
47,ballina,1255,soft,77.94
48,ballina,1255,heavy,
49,ballina,1610,good,99.555
50,ballina,1610,soft,
51,ballina,1610,heavy,
52,ballina,1305,good,
53,ballina,1305,soft,80.67
54,ballina,1305,heavy,
55,ballina,1905,good,120.83
56,ballina,1905,soft,
57,ballina,1905,heavy,
58,ballina,2650,good,169.95
59,ballina,2650,soft,
60,ballina,2650,heavy,
,Track,Distance,Condish,Par Time
1,warracknabeal,1200,good,71.15288461538462
2,warracknabeal,1200,soft,71.91000000000001
3,warracknabeal,1200,heavy,70.54249999999999
4,warracknabeal,1000,good,58.54594594594595
5,warracknabeal,1000,soft,58.96041666666665
6,warracknabeal,1000,heavy,60.27666666666667
7,warracknabeal,1600,good,97.48133333333334
8,warracknabeal,1600,soft,98.88176470588235
9,warracknabeal,1600,heavy,91.88
10,warracknabeal,1800,good,111.96736842105264
11,warracknabeal,1800,soft,112.64083333333333
12,warracknabeal,1800,heavy,113.7
13,warracknabeal,2000,good,125.25700000000002
14,warracknabeal,2000,soft,126.09461538461537
15,warracknabeal,2000,heavy,128.315
16,warracknabeal,1005,good,59.465
17,warracknabeal,1005,soft,59.16799999999999
18,warracknabeal,1005,heavy,60.545
19,warracknabeal,1205,good,72.4275
20,warracknabeal,1205,soft,72.51833333333333
21,warracknabeal,1205,heavy,73.47
22,warracknabeal,1610,good,
23,warracknabeal,1610,soft,
24,warracknabeal,1610,heavy,100.32833333333333
25,warracknabeal,1815,good,113.60499999999999
26,warracknabeal,1815,soft,113.355
27,warracknabeal,1815,heavy,116.57499999999999
28,warracknabeal,2015,good,125.9
29,warracknabeal,2015,soft,126.4
30,warracknabeal,2015,heavy,129.95
31,warracknabeal,1100,good,64.01
32,warracknabeal,1100,soft,
33,warracknabeal,1100,heavy,
,Track,Distance,Condish,Par Time
1,lismore,1410,good,83.93181818181817
2,lismore,1410,soft,85.14769230769231
3,lismore,1410,heavy,
4,lismore,1110,good,64.05499999999999
5,lismore,1110,soft,65.07923076923078
6,lismore,1110,heavy,
7,lismore,1310,good,76.70900000000002
8,lismore,1310,soft,78.154
9,lismore,1310,heavy,
10,lismore,1526,good,90.70625000000001
11,lismore,1526,soft,93.00375000000001
12,lismore,1526,heavy,
13,lismore,1210,good,70.73125
14,lismore,1210,soft,72.13769230769229
15,lismore,1210,heavy,
16,lismore,2110,good,129.9475
17,lismore,2110,soft,134.614
18,lismore,2110,heavy,
19,lismore,1100,good,64.21916666666668
20,lismore,1100,soft,64.97833333333332
21,lismore,1100,heavy,67.03
22,lismore,1300,good,76.27363636363636
23,lismore,1300,soft,78.42166666666667
24,lismore,1300,heavy,81.13
25,lismore,1200,good,70.36347826086956
26,lismore,1200,soft,71.68333333333334
27,lismore,1200,heavy,
28,lismore,2100,good,131.1357142857143
29,lismore,2100,soft,134.845
30,lismore,2100,heavy,
31,lismore,1516,good,90.86999999999999
32,lismore,1516,soft,92.72999999999999
33,lismore,1516,heavy,95.86
34,lismore,1400,good,83.48176470588234
35,lismore,1400,soft,84.73100000000001
36,lismore,1400,heavy,
37,lismore,1010,good,
38,lismore,1010,soft,60.16
39,lismore,1010,heavy,
40,lismore,1000,good,57.95
41,lismore,1000,soft,59.905
42,lismore,1000,heavy,
43,lismore,1230,good,69.65
44,lismore,1230,soft,71.705
45,lismore,1230,heavy,72.12
46,lismore,1546,good,91.57
47,lismore,1546,soft,
48,lismore,1546,heavy,94.31
49,lismore,1130,good,64.43
50,lismore,1130,soft,
51,lismore,1130,heavy,66.23
52,lismore,1330,good,
53,lismore,1330,soft,
54,lismore,1330,heavy,80.78999999999999
55,lismore,2130,good,
56,lismore,2130,soft,
57,lismore,2130,heavy,136.05
58,lismore,1430,good,
59,lismore,1430,soft,
60,lismore,1430,heavy,85.43
61,lismore,2108,good,133.25
62,lismore,2108,soft,
63,lismore,2108,heavy,
64,lismore,1205,good,69.91
65,lismore,1205,soft,
66,lismore,1205,heavy,
67,lismore,1521,good,91.77
68,lismore,1521,soft,
69,lismore,1521,heavy,
70,lismore,1305,good,78.38
71,lismore,1305,soft,
72,lismore,1305,heavy,
,Track,Distance,Condish,Par Time
1,hobart,1100,good,66.87103448275863
2,hobart,1100,soft,67.51575757575756
3,hobart,1100,heavy,
4,hobart,1200,good,72.93818181818182
5,hobart,1200,soft,73.97808510638298
6,hobart,1200,heavy,
7,hobart,1400,good,86.99375000000002
8,hobart,1400,soft,87.46096774193546
9,hobart,1400,heavy,
10,hobart,1600,good,102.07320000000001
11,hobart,1600,soft,101.98142857142858
12,hobart,1600,heavy,
13,hobart,2100,good,130.85600000000002
14,hobart,2100,soft,136.16000000000003
15,hobart,2100,heavy,
16,hobart,1430,good,86.81833333333334
17,hobart,1430,soft,88.94625
18,hobart,1430,heavy,
19,hobart,1000,good,60.62500000000001
20,hobart,1000,soft,61.626666666666665
21,hobart,1000,heavy,
22,hobart,2400,good,152.76999999999998
23,hobart,2400,soft,151.79
24,hobart,2400,heavy,
25,hobart,900,good,54.894999999999996
26,hobart,900,soft,54.79
27,hobart,900,heavy,
28,hobart,2200,good,140.78666666666666
29,hobart,2200,soft,140.73
30,hobart,2200,heavy,
31,hobart,1450,good,89.92750000000001
32,hobart,1450,soft,89.50333333333333
33,hobart,1450,heavy,
34,hobart,1390,good,85.385
35,hobart,1390,soft,86.69799999999998
36,hobart,1390,heavy,
37,hobart,1420,good,
38,hobart,1420,soft,89.65666666666665
39,hobart,1420,heavy,
,Track,Distance,Condish,Par Time
1,gunnedah,1300,good,77.11531250000002
2,gunnedah,1300,soft,78.02499999999999
3,gunnedah,1300,heavy,
4,gunnedah,1600,good,96.2561111111111
5,gunnedah,1600,soft,97.22733333333335
6,gunnedah,1600,heavy,
7,gunnedah,1000,good,57.24942028985508
8,gunnedah,1000,soft,58.21346153846154
9,gunnedah,1000,heavy,
10,gunnedah,1250,good,73.85499999999999
11,gunnedah,1250,soft,75.11642857142856
12,gunnedah,1250,heavy,
13,gunnedah,2050,good,127.66117647058822
14,gunnedah,2050,soft,129.775
15,gunnedah,2050,heavy,
16,gunnedah,1400,good,83.65387096774192
17,gunnedah,1400,soft,84.5685714285714
18,gunnedah,1400,heavy,
19,gunnedah,900,good,50.843333333333334
20,gunnedah,900,soft,
21,gunnedah,900,heavy,
22,gunnedah,950,good,54.79
23,gunnedah,950,soft,53.58
24,gunnedah,950,heavy,
25,gunnedah,2700,good,177.83499999999998
26,gunnedah,2700,soft,
27,gunnedah,2700,heavy,
28,gunnedah,1200,good,71.16888888888889
29,gunnedah,1200,soft,74.66
30,gunnedah,1200,heavy,
,Track,Distance,Condish,Par Time
1,eagle-farm,1845,good,114.4
2,eagle-farm,1845,soft,
3,eagle-farm,1845,heavy,
4,eagle-farm,1200,good,71.37369565217391
5,eagle-farm,1200,soft,72.36
6,eagle-farm,1200,heavy,72.07
7,eagle-farm,1600,good,96.78720930232556
8,eagle-farm,1600,soft,97.715
9,eagle-farm,1600,heavy,
10,eagle-farm,1400,good,84.39444444444445
11,eagle-farm,1400,soft,85.73666666666668
12,eagle-farm,1400,heavy,85.53999999999999
13,eagle-farm,1000,good,58.212727272727285
14,eagle-farm,1000,soft,57.666666666666664
15,eagle-farm,1000,heavy,
16,eagle-farm,1835,good,113.52499999999999
17,eagle-farm,1835,soft,
18,eagle-farm,1835,heavy,
19,eagle-farm,1500,good,91.44083333333333
20,eagle-farm,1500,soft,92.92
21,eagle-farm,1500,heavy,
22,eagle-farm,1825,good,112.23333333333335
23,eagle-farm,1825,soft,
24,eagle-farm,1825,heavy,
25,eagle-farm,2100,good,130.58749999999998
26,eagle-farm,2100,soft,
27,eagle-farm,2100,heavy,
28,eagle-farm,1815,good,112.48
29,eagle-farm,1815,soft,
30,eagle-farm,1815,heavy,
31,eagle-farm,1300,good,77.19294117647058
32,eagle-farm,1300,soft,
33,eagle-farm,1300,heavy,
34,eagle-farm,1800,good,111.39428571428572
35,eagle-farm,1800,soft,111.88
36,eagle-farm,1800,heavy,
37,eagle-farm,2431,good,
38,eagle-farm,2431,soft,155.04
39,eagle-farm,2431,heavy,
40,eagle-farm,2212,good,140.74666666666667
41,eagle-farm,2212,soft,
42,eagle-farm,2212,heavy,
43,eagle-farm,2218,good,140.95999999999998
44,eagle-farm,2218,soft,
45,eagle-farm,2218,heavy,
46,eagle-farm,1820,good,112.65
47,eagle-farm,1820,soft,
48,eagle-farm,1820,heavy,
49,eagle-farm,2400,good,150.69375
50,eagle-farm,2400,soft,
51,eagle-farm,2400,heavy,
52,eagle-farm,2200,good,137.79250000000002
53,eagle-farm,2200,soft,
54,eagle-farm,2200,heavy,
55,eagle-farm,1805,good,111.21
56,eagle-farm,1805,soft,
57,eagle-farm,1805,heavy,
58,eagle-farm,2150,good,136.55
59,eagle-farm,2150,soft,
60,eagle-farm,2150,heavy,
61,eagle-farm,3200,good,202.39
62,eagle-farm,3200,soft,
63,eagle-farm,3200,heavy,
64,eagle-farm,2143,good,
65,eagle-farm,2143,soft,135.99
66,eagle-farm,2143,heavy,137.86
67,eagle-farm,2156,good,135.97
68,eagle-farm,2156,soft,
69,eagle-farm,2156,heavy,
70,eagle-farm,2412,good,156.22
71,eagle-farm,2412,soft,
72,eagle-farm,2412,heavy,
73,eagle-farm,1840,good,115.315
74,eagle-farm,1840,soft,
75,eagle-farm,1840,heavy,
76,eagle-farm,2237,good,145.4
77,eagle-farm,2237,soft,
78,eagle-farm,2237,heavy,
79,eagle-farm,2131,good,133.69
80,eagle-farm,2131,soft,
81,eagle-farm,2131,heavy,
82,eagle-farm,2406,good,151.74
83,eagle-farm,2406,soft,
84,eagle-farm,2406,heavy,
85,eagle-farm,2231,good,144.22
86,eagle-farm,2231,soft,
87,eagle-farm,2231,heavy,
88,eagle-farm,2206,good,142.75
89,eagle-farm,2206,soft,
90,eagle-farm,2206,heavy,
91,eagle-farm,1830,good,117.53
92,eagle-farm,1830,soft,
93,eagle-farm,1830,heavy,
94,eagle-farm,2137,good,134.8
95,eagle-farm,2137,soft,
96,eagle-farm,2137,heavy,
,Track,Distance,Condish,Par Time
1,wagga,1000,good,57.790277777777774
2,wagga,1000,soft,58.89411764705882
3,wagga,1000,heavy,60.21857142857144
4,wagga,1200,good,70.36853658536586
5,wagga,1200,soft,71.63333333333333
6,wagga,1200,heavy,73.46176470588235
7,wagga,1600,good,97.43545454545455
8,wagga,1600,soft,98.56416666666668
9,wagga,1600,heavy,101.85916666666667
10,wagga,1300,good,77.25090909090909
11,wagga,1300,soft,78.676
12,wagga,1300,heavy,80.1711111111111
13,wagga,1800,good,110.52700000000002
14,wagga,1800,soft,113.82666666666667
15,wagga,1800,heavy,115.23
16,wagga,1400,good,83.53037037037038
17,wagga,1400,soft,84.99285714285715
18,wagga,1400,heavy,86.99
19,wagga,2000,good,124.11100000000002
20,wagga,2000,soft,125.65
21,wagga,2000,heavy,129.46666666666667
22,wagga,2500,good,
23,wagga,2500,soft,159.02
24,wagga,2500,heavy,163.10500000000002
25,wagga,3800,good,
26,wagga,3800,soft,
27,wagga,3800,heavy,
28,wagga,3200,good,205.56
29,wagga,3200,soft,206.58
30,wagga,3200,heavy,
,Track,Distance,Condish,Par Time
1,wellington,1400,good,84.81272727272727
2,wellington,1400,soft,86.72217391304348
3,wellington,1400,heavy,88.32
4,wellington,2400,good,155.082
5,wellington,2400,soft,157.59333333333333
6,wellington,2400,heavy,156.89999999999998
7,wellington,1100,good,64.54049180327868
8,wellington,1100,soft,65.81692307692309
9,wellington,1100,heavy,67.04142857142857
10,wellington,1700,good,105.44999999999999
11,wellington,1700,soft,107.174
12,wellington,1700,heavy,109.09333333333335
13,wellington,1000,good,57.95333333333334
14,wellington,1000,soft,59.30666666666667
15,wellington,1000,heavy,58.3
16,wellington,1600,good,99.83714285714284
17,wellington,1600,soft,100.61
18,wellington,1600,heavy,
19,wellington,900,good,52.38549999999999
20,wellington,900,soft,53.36947368421053
21,wellington,900,heavy,53.471666666666664
22,wellington,910,good,53.29
23,wellington,910,soft,
24,wellington,910,heavy,
25,wellington,1110,good,66.13666666666667
26,wellington,1110,soft,
27,wellington,1110,heavy,
28,wellington,1710,good,107.05
29,wellington,1710,soft,
30,wellington,1710,heavy,
31,wellington,1410,good,86.844
32,wellington,1410,soft,
33,wellington,1410,heavy,
34,wellington,1010,good,60.24333333333334
35,wellington,1010,soft,
36,wellington,1010,heavy,
37,wellington,2410,good,157.07
38,wellington,2410,soft,
39,wellington,2410,heavy,
,Track,Distance,Condish,Par Time
1,coffs-harbour,808,good,46.21
2,coffs-harbour,808,soft,
3,coffs-harbour,808,heavy,
4,coffs-harbour,1010,good,58.48666666666666
5,coffs-harbour,1010,soft,59.834999999999994
6,coffs-harbour,1010,heavy,
7,coffs-harbour,1313,good,78.106
8,coffs-harbour,1313,soft,79.58
9,coffs-harbour,1313,heavy,
10,coffs-harbour,1213,good,70.92
11,coffs-harbour,1213,soft,73.64
12,coffs-harbour,1213,heavy,
13,coffs-harbour,1613,good,98.035
14,coffs-harbour,1613,soft,99.47
15,coffs-harbour,1613,heavy,
16,coffs-harbour,2013,good,127.24
17,coffs-harbour,2013,soft,
18,coffs-harbour,2013,heavy,
19,coffs-harbour,1413,good,84.62
20,coffs-harbour,1413,soft,87.94
21,coffs-harbour,1413,heavy,
22,coffs-harbour,1500,good,
23,coffs-harbour,1500,soft,92.85749999999999
24,coffs-harbour,1500,heavy,94.57666666666667
25,coffs-harbour,1200,good,71.16000000000001
26,coffs-harbour,1200,soft,72.27142857142857
27,coffs-harbour,1200,heavy,75.556
28,coffs-harbour,1600,good,97.24666666666667
29,coffs-harbour,1600,soft,99.23230769230767
30,coffs-harbour,1600,heavy,101.27
31,coffs-harbour,1000,good,58.537499999999994
32,coffs-harbour,1000,soft,59.47999999999999
33,coffs-harbour,1000,heavy,61.838
34,coffs-harbour,800,good,
35,coffs-harbour,800,soft,46.57
36,coffs-harbour,800,heavy,47.35
37,coffs-harbour,1300,good,78.02
38,coffs-harbour,1300,soft,79.46363636363637
39,coffs-harbour,1300,heavy,81.925
40,coffs-harbour,1400,good,84.19333333333334
41,coffs-harbour,1400,soft,84.52000000000001
42,coffs-harbour,1400,heavy,89.61
43,coffs-harbour,2000,good,
44,coffs-harbour,2000,soft,128.5925
45,coffs-harbour,2000,heavy,133.18333333333334
46,coffs-harbour,1615,good,101.55
47,coffs-harbour,1615,soft,100.96666666666665
48,coffs-harbour,1615,heavy,104.055
49,coffs-harbour,2015,good,
50,coffs-harbour,2015,soft,128.57
51,coffs-harbour,2015,heavy,133.69
52,coffs-harbour,1315,good,80.74333333333334
53,coffs-harbour,1315,soft,80.916
54,coffs-harbour,1315,heavy,83.03428571428572
55,coffs-harbour,1012,good,59.989999999999995
56,coffs-harbour,1012,soft,59.48818181818182
57,coffs-harbour,1012,heavy,61.675
58,coffs-harbour,1215,good,
59,coffs-harbour,1215,soft,72.744
60,coffs-harbour,1215,heavy,76.27
61,coffs-harbour,1415,good,86.37
62,coffs-harbour,1415,soft,87.38333333333333
63,coffs-harbour,1415,heavy,90.18
64,coffs-harbour,1620,good,
65,coffs-harbour,1620,soft,
66,coffs-harbour,1620,heavy,
67,coffs-harbour,1420,good,
68,coffs-harbour,1420,soft,
69,coffs-harbour,1420,heavy,
70,coffs-harbour,1220,good,
71,coffs-harbour,1220,soft,
72,coffs-harbour,1220,heavy,
73,coffs-harbour,1016,good,
74,coffs-harbour,1016,soft,
75,coffs-harbour,1016,heavy,61.19
76,coffs-harbour,810,good,47.52
77,coffs-harbour,810,soft,47.489999999999995
78,coffs-harbour,810,heavy,47.902
79,coffs-harbour,1212,good,
80,coffs-harbour,1212,soft,
81,coffs-harbour,1212,heavy,
82,coffs-harbour,1205,good,72.02
83,coffs-harbour,1205,soft,72.68
84,coffs-harbour,1205,heavy,75.13
85,coffs-harbour,1305,good,77.91600000000001
86,coffs-harbour,1305,soft,79.21000000000001
87,coffs-harbour,1305,heavy,82.57
88,coffs-harbour,1605,good,98.17
89,coffs-harbour,1605,soft,99.0
90,coffs-harbour,1605,heavy,104.79
91,coffs-harbour,1005,good,57.99000000000001
92,coffs-harbour,1005,soft,58.9
93,coffs-harbour,1005,heavy,60.63
94,coffs-harbour,2005,good,127.11
95,coffs-harbour,2005,soft,128.49
96,coffs-harbour,2005,heavy,133.38
97,coffs-harbour,1515,good,
98,coffs-harbour,1515,soft,92.89500000000001
99,coffs-harbour,1515,heavy,
100,coffs-harbour,2100,good,134.31
101,coffs-harbour,2100,soft,
102,coffs-harbour,2100,heavy,
103,coffs-harbour,803,good,
104,coffs-harbour,803,soft,
105,coffs-harbour,803,heavy,47.52
106,coffs-harbour,1405,good,85.12
107,coffs-harbour,1405,soft,
108,coffs-harbour,1405,heavy,89.67
109,coffs-harbour,805,good,46.525
110,coffs-harbour,805,soft,
111,coffs-harbour,805,heavy,
,Track,Distance,Condish,Par Time
1,donald,2200,good,
2,donald,2200,soft,
3,donald,2200,heavy,138.6866666666667
4,donald,1350,good,80.93943396226413
5,donald,1350,soft,82.2635
6,donald,1350,heavy,83.99714285714286
7,donald,1620,good,99.77473684210527
8,donald,1620,soft,101.87642857142859
9,donald,1620,heavy,103.59714285714287
10,donald,1200,good,71.54976190476192
11,donald,1200,soft,72.90882352941175
12,donald,1200,heavy,73.97999999999999
13,donald,1000,good,58.21159999999999
14,donald,1000,soft,59.52272727272726
15,donald,1000,heavy,61.3175
16,donald,1204,good,72.745
17,donald,1204,soft,73.499
18,donald,1204,heavy,75.77
19,donald,1354,good,83.21000000000001
20,donald,1354,soft,82.64374999999998
21,donald,1354,heavy,85.875
22,donald,2210,good,
23,donald,2210,soft,142.04500000000002
24,donald,2210,heavy,
25,donald,1002,good,59.45
26,donald,1002,soft,59.57833333333332
27,donald,1002,heavy,
28,donald,1624,good,101.06333333333333
29,donald,1624,soft,102.88363636363638
30,donald,1624,heavy,106.29
31,donald,2008,good,127.345
32,donald,2008,soft,128.964
33,donald,2008,heavy,
34,donald,2000,good,125.75666666666666
35,donald,2000,soft,127.64999999999999
36,donald,2000,heavy,133.82999999999998
37,donald,1600,good,98.89999999999999
38,donald,1600,soft,101.83
39,donald,1600,heavy,
,Track,Distance,Condish,Par Time
1,quirindi,1450,good,88.67078947368422
2,quirindi,1450,soft,92.2875
3,quirindi,1450,heavy,92.245
4,quirindi,1000,good,57.07161290322579
5,quirindi,1000,soft,58.07625
6,quirindi,1000,heavy,58.29750000000001
7,quirindi,1200,good,69.47999999999998
8,quirindi,1200,soft,71.88333333333334
9,quirindi,1200,heavy,71.156
10,quirindi,1600,good,97.55772727272728
11,quirindi,1600,soft,101.02166666666665
12,quirindi,1600,heavy,99.7675
13,quirindi,1100,good,63.540740740740745
14,quirindi,1100,soft,66.79375
15,quirindi,1100,heavy,67.58
16,quirindi,2000,good,127.985
17,quirindi,2000,soft,128.15
18,quirindi,2000,heavy,133.54
,Track,Distance,Condish,Par Time
1,terang,1600,good,97.49260869565215
2,terang,1600,soft,99.26333333333334
3,terang,1600,heavy,101.89
4,terang,1200,good,71.48453125000002
5,terang,1200,soft,72.376
6,terang,1200,heavy,74.64666666666666
7,terang,1400,good,84.25842857142861
8,terang,1400,soft,85.86187500000001
9,terang,1400,heavy,88.605
10,terang,2150,good,137.0388235294118
11,terang,2150,soft,138.09714285714287
12,terang,2150,heavy,140.35
13,terang,1125,good,66.55833333333334
14,terang,1125,soft,
15,terang,1125,heavy,
16,terang,1000,good,57.87157894736842
17,terang,1000,soft,58.679999999999986
18,terang,1000,heavy,61.67
19,terang,1850,good,115.01076923076924
20,terang,1850,soft,116.77846153846154
21,terang,1850,heavy,119.41
22,terang,3200,good,219.12399999999997
23,terang,3200,soft,222.32285714285715
24,terang,3200,heavy,
25,terang,2156,good,136.89249999999998
26,terang,2156,soft,143.7
27,terang,2156,heavy,
28,terang,1406,good,85.18636363636364
29,terang,1406,soft,86.11749999999999
30,terang,1406,heavy,
31,terang,1206,good,70.898
32,terang,1206,soft,72.46
33,terang,1206,heavy,
34,terang,1606,good,97.01666666666667
35,terang,1606,soft,99.13
36,terang,1606,heavy,
37,terang,1856,good,115.04333333333334
38,terang,1856,soft,116.37
39,terang,1856,heavy,
40,terang,1006,good,58.235
41,terang,1006,soft,
42,terang,1006,heavy,
,Track,Distance,Condish,Par Time
1,seymour,1200,good,70.75444444444446
2,seymour,1200,soft,71.26027027027027
3,seymour,1200,heavy,73.50666666666667
4,seymour,1100,good,64.40166666666666
5,seymour,1100,soft,64.61631578947367
6,seymour,1100,heavy,67.13999999999999
7,seymour,1300,good,76.99071428571429
8,seymour,1300,soft,77.42363636363636
9,seymour,1300,heavy,81.52666666666667
10,seymour,2000,good,125.95166666666667
11,seymour,2000,soft,127.34000000000002
12,seymour,2000,heavy,132.435
13,seymour,1000,good,58.22357142857142
14,seymour,1000,soft,58.34388888888889
15,seymour,1000,heavy,60.525
16,seymour,1600,good,97.68344827586205
17,seymour,1600,soft,98.60999999999999
18,seymour,1600,heavy,101.9075
19,seymour,1400,good,84.25714285714285
20,seymour,1400,soft,85.32933333333334
21,seymour,1400,heavy,89.395
22,seymour,2234,good,142.98
23,seymour,2234,soft,140.66
24,seymour,2234,heavy,
25,seymour,1422,good,85.89
26,seymour,1422,soft,87.17
27,seymour,1422,heavy,
28,seymour,2015,good,125.80749999999999
29,seymour,2015,soft,128.74
30,seymour,2015,heavy,
31,seymour,1411,good,86.22444444444444
32,seymour,1411,soft,86.08666666666666
33,seymour,1411,heavy,
34,seymour,2200,good,140.0775
35,seymour,2200,soft,139.85
36,seymour,2200,heavy,
37,seymour,2034,good,129.0666666666667
38,seymour,2034,soft,129.87
39,seymour,2034,heavy,
40,seymour,2027,good,127.51
41,seymour,2027,soft,129.14666666666665
42,seymour,2027,heavy,
43,seymour,1418,good,85.39
44,seymour,1418,soft,87.69
45,seymour,1418,heavy,
46,seymour,1414,good,
47,seymour,1414,soft,86.21200000000002
48,seymour,1414,heavy,
49,seymour,2221,good,
50,seymour,2221,soft,142.33999999999997
51,seymour,2221,heavy,
52,seymour,2215,good,141.86
53,seymour,2215,soft,
54,seymour,2215,heavy,
55,seymour,2046,good,
56,seymour,2046,soft,131.35500000000002
57,seymour,2046,heavy,
58,seymour,1109,good,65.0375
59,seymour,1109,soft,64.87
60,seymour,1109,heavy,
61,seymour,1209,good,71.675
62,seymour,1209,soft,71.63
63,seymour,1209,heavy,
64,seymour,1412,good,85.87333333333333
65,seymour,1412,soft,86.73
66,seymour,1412,heavy,
67,seymour,1612,good,98.66499999999999
68,seymour,1612,soft,99.455
69,seymour,1612,heavy,
70,seymour,1009,good,58.486000000000004
71,seymour,1009,soft,58.71
72,seymour,1009,heavy,
73,seymour,1309,good,76.935
74,seymour,1309,soft,77.99
75,seymour,1309,heavy,
76,seymour,1417,good,
77,seymour,1417,soft,
78,seymour,1417,heavy,88.91499999999999
79,seymour,1013,good,
80,seymour,1013,soft,
81,seymour,1013,heavy,61.900000000000006
82,seymour,2222,good,
83,seymour,2222,soft,
84,seymour,2222,heavy,146.25
85,seymour,1313,good,
86,seymour,1313,soft,
87,seymour,1313,heavy,81.2
