
0,showtime lady,117.27
0,oakfield prince,99.3
0,cantrell,95.47
0,diamond tipped,100.92
0,the maxinator,100.86
0,blueskin,110.9
0,acosta,90.57
0,empress el,65.76
0,rend,107.47
0,fairway star,88.01
0,i am the empire,92.75
0,mars,102.78
0,believe so,108.79
0,ironbark artie,101.0
0,midori burly,96.96
0,reggies folly,93.12
0,enduring night,84.91
0,desi emperor,103.21
